large-perc,small-perc,not-enough,enough-wide,enough-narrow,enough-guards-wide,enough-guards-narrow,num-ants,large-narrow,large-wide,small-narrow,small-wide,ln1,ln2,lw1,lw2,h
0.25,0.05,0.95,0.3,0.1,12,2,5,2,2,0,0,2,0,3,0,0
0.25,0.05,0.95,0.3,0.1,12,2,5,2,2,0,0,3,0,2,0,0
0.25,0.05,0.95,0.3,0.1,12,2,5,2,2,0,0,0,0,1,4,0
0.25,0.05,0.95,0.3,0.1,12,2,5,2,2,0,0,2,0,3,0,0
0.25,0.05,0.95,0.3,0.1,12,2,6,2,2,0,0,0,2,0,4,0
0.25,0.05,0.95,0.3,0.1,12,2,5,2,2,0,0,2,2,1,0,0
0.25,0.05,0.95,0.3,0.1,12,2,5,2,2,0,0,0,2,1,2,0
0.25,0.05,0.95,0.3,0.1,12,2,5,2,2,0,0,2,2,0,1,0
0.25,0.05,0.95,0.3,0.1,12,2,6,2,2,0,0,0,2,0,4,0
0.25,0.05,0.95,0.3,0.1,12,2,6,2,2,0,0,0,2,2,2,0
0.25,0.05,0.95,0.3,0.1,12,2,6,2,2,0,0,1,0,5,0,0
0.25,0.05,0.95,0.3,0.1,12,2,6,2,2,0,0,0,0,2,4,0
0.25,0.05,0.95,0.3,0.1,12,2,6,2,2,0,0,0,2,0,4,0
0.25,0.05,0.95,0.3,0.1,12,2,6,2,2,0,0,0,1,3,2,0
0.25,0.05,0.95,0.3,0.1,12,2,6,2,2,0,0,0,1,0,5,0
0.25,0.05,0.95,0.3,0.1,12,2,6,2,2,0,0,2,2,2,0,0
0.25,0.05,0.95,0.3,0.1,12,2,7,2,2,0,0,3,2,0,2,0
0.25,0.05,0.95,0.3,0.1,12,2,6,2,2,0,0,0,2,4,0,0
0.25,0.05,0.95,0.3,0.1,12,2,7,2,2,0,0,2,0,5,0,0
0.25,0.05,0.95,0.3,0.1,12,2,7,2,2,0,0,0,2,5,0,0
0.25,0.05,0.95,0.3,0.1,12,2,7,2,2,0,0,0,2,2,3,0
0.25,0.05,0.95,0.3,0.1,12,2,7,2,2,0,0,2,2,0,3,0
0.25,0.05,0.95,0.3,0.1,12,2,7,2,2,0,0,2,0,5,0,0
0.25,0.05,0.95,0.3,0.1,12,2,7,2,2,0,0,2,2,3,0,0
0.25,0.05,0.95,0.3,0.1,12,2,7,2,2,0,0,3,3,1,0,0
0.25,0.05,0.95,0.3,0.1,12,2,7,2,2,0,0,2,3,0,2,0
0.25,0.05,0.95,0.3,0.1,12,2,7,2,2,0,0,0,2,5,0,0
0.25,0.05,0.95,0.3,0.1,12,2,8,2,2,0,0,0,2,0,6,0
0.25,0.05,0.95,0.3,0.1,12,2,8,2,2,0,0,1,2,2,3,0
0.25,0.05,0.95,0.3,0.1,12,2,8,2,2,0,0,3,1,0,4,0
0.25,0.05,0.95,0.3,0.1,12,2,8,2,2,0,0,0,3,0,5,0
0.25,0.05,0.95,0.3,0.1,12,2,8,2,2,0,0,2,0,0,6,0
0.25,0.05,0.95,0.3,0.1,12,2,8,2,2,0,0,2,0,3,3,0
0.25,0.05,0.95,0.3,0.1,12,2,8,2,2,0,0,2,0,6,0,0
0.25,0.05,0.95,0.3,0.1,12,2,9,2,2,0,0,1,2,2,4,0
0.25,0.05,0.95,0.3,0.1,12,2,8,2,2,0,0,2,2,3,1,0
0.25,0.05,0.95,0.3,0.1,12,2,8,2,2,0,0,4,3,0,1,0
0.25,0.05,0.95,0.3,0.1,12,2,8,2,2,0,0,0,3,3,2,0
0.25,0.05,0.95,0.3,0.1,12,2,9,2,2,0,0,0,2,5,2,0
0.25,0.05,0.95,0.3,0.1,12,2,9,2,2,0,0,1,2,0,6,0
0.25,0.05,0.95,0.3,0.1,12,2,9,2,2,0,0,2,2,3,2,0
0.25,0.05,0.95,0.3,0.1,12,2,9,2,2,0,0,1,2,2,4,0
0.25,0.05,0.95,0.3,0.1,12,2,9,2,2,0,0,2,3,4,0,0
0.25,0.05,0.95,0.3,0.1,12,2,9,2,2,0,0,3,0,6,0,0
0.25,0.05,0.95,0.3,0.1,12,2,9,2,2,0,0,0,2,0,7,0
0.25,0.05,0.95,0.3,0.1,12,2,9,2,2,0,0,3,3,2,1,0
0.25,0.05,0.95,0.3,0.1,12,2,9,2,2,0,0,2,2,0,5,0
0.25,0.05,0.95,0.3,0.1,12,2,10,2,2,0,0,3,0,7,0,0
0.25,0.05,0.95,0.3,0.1,12,2,10,2,2,0,0,1,2,2,5,0
0.25,0.05,0.95,0.3,0.1,12,2,10,2,2,0,0,2,2,2,4,0
0.25,0.05,0.95,0.3,0.1,12,2,10,2,2,0,0,2,2,4,2,0
0.25,0.05,0.95,0.3,0.1,12,2,10,2,2,0,0,0,2,1,7,0
0.25,0.05,0.95,0.3,0.1,12,2,10,2,2,0,0,3,2,3,2,0
0.25,0.05,0.95,0.3,0.1,12,2,10,2,2,0,0,0,3,1,6,0
0.25,0.05,0.95,0.3,0.1,12,2,10,2,2,0,0,1,3,3,3,0
0.25,0.05,0.95,0.3,0.1,12,2,10,2,2,0,0,1,2,6,1,0
0.25,0.05,0.95,0.3,0.1,12,2,11,2,2,0,0,2,1,5,3,0
0.25,0.05,0.95,0.3,0.1,12,2,10,2,2,0,0,2,4,4,0,0
0.25,0.05,0.95,0.3,0.1,12,2,11,2,2,0,0,2,1,0,8,0
0.25,0.05,0.95,0.3,0.1,12,2,11,2,2,0,0,3,2,1,5,0
0.25,0.05,0.95,0.3,0.1,12,2,11,2,2,0,0,0,2,3,6,0
0.25,0.05,0.95,0.3,0.1,12,2,11,2,2,0,0,0,1,10,0,0
0.25,0.05,0.95,0.3,0.1,12,2,11,2,2,0,0,2,3,5,1,0
0.25,0.05,0.95,0.3,0.1,12,2,11,2,2,0,0,2,0,5,4,0
0.25,0.05,0.95,0.3,0.1,12,2,11,2,2,0,0,0,2,5,4,0
0.25,0.05,0.95,0.3,0.1,12,2,11,2,2,0,0,1,2,3,5,0
0.25,0.05,0.95,0.3,0.1,12,2,12,2,2,0,0,1,3,3,5,0
0.25,0.05,0.95,0.3,0.1,12,2,11,2,2,0,0,3,1,2,5,0
0.25,0.05,0.95,0.3,0.1,12,2,12,2,2,0,0,0,1,7,4,0
0.25,0.05,0.95,0.3,0.1,12,2,12,2,2,0,0,1,3,0,8,0
0.25,0.05,0.95,0.3,0.1,12,2,12,2,2,0,0,2,2,5,3,0
0.25,0.05,0.95,0.3,0.1,12,2,12,2,2,0,0,2,3,1,6,0
0.25,0.05,0.95,0.3,0.1,12,2,12,2,2,0,0,2,2,0,8,0
0.25,0.05,0.95,0.3,0.1,12,2,12,2,2,0,0,0,1,7,4,0
0.25,0.05,0.95,0.3,0.1,12,2,12,2,2,0,0,2,3,0,7,0
0.25,0.05,0.95,0.3,0.1,12,2,12,2,2,0,0,2,2,8,0,0
0.25,0.05,0.95,0.3,0.1,12,2,12,2,2,0,0,2,2,0,8,0
0.25,0.05,0.95,0.3,0.1,12,2,13,2,2,0,0,1,0,5,7,0
0.25,0.05,0.95,0.3,0.1,12,2,13,2,2,0,0,2,2,9,0,0
0.25,0.05,0.95,0.3,0.1,12,2,13,2,2,0,0,3,3,7,0,0
0.25,0.05,0.95,0.3,0.1,12,2,13,2,2,0,0,2,2,4,5,0
0.25,0.05,0.95,0.3,0.1,12,2,13,2,2,0,0,1,5,7,0,0
0.25,0.05,0.95,0.3,0.1,12,2,13,2,2,0,0,2,2,5,4,0
0.25,0.05,0.95,0.3,0.1,12,2,13,2,2,0,0,2,2,7,2,0
0.25,0.05,0.95,0.3,0.1,12,2,13,2,2,0,0,1,3,4,5,0
0.25,0.05,0.95,0.3,0.1,12,2,13,2,2,0,0,2,2,7,2,0
0.25,0.05,0.95,0.3,0.1,12,2,13,2,2,0,0,4,2,4,3,0
0.25,0.05,0.95,0.3,0.1,12,2,14,2,2,0,0,3,3,1,7,0
0.25,0.05,0.95,0.3,0.1,12,2,14,2,2,0,0,3,1,3,7,0
0.25,0.05,0.95,0.3,0.1,12,2,14,2,2,0,0,2,2,8,2,0
0.25,0.05,0.95,0.3,0.1,12,2,14,2,2,0,0,2,2,5,5,0
0.25,0.05,0.95,0.3,0.1,12,2,14,2,2,0,0,0,0,5,9,0
0.25,0.05,0.95,0.3,0.1,12,2,14,2,2,0,0,2,2,5,5,0
0.25,0.05,0.95,0.3,0.1,12,2,14,2,2,0,0,2,1,0,11,0
0.25,0.05,0.95,0.3,0.1,12,2,14,2,2,0,0,2,2,10,0,0
0.25,0.05,0.95,0.3,0.1,12,2,14,2,2,0,0,0,2,6,6,0
0.25,0.05,0.95,0.3,0.1,12,2,15,2,2,0,0,2,2,1,10,0
0.25,0.05,0.95,0.3,0.1,12,2,15,2,2,0,0,2,3,10,0,0
0.25,0.05,0.95,0.3,0.1,12,2,15,2,2,0,0,1,0,9,5,0
0.25,0.05,0.95,0.3,0.1,12,2,14,2,2,0,0,2,2,6,4,0
0.25,0.05,0.95,0.3,0.1,12,2,15,2,2,0,0,2,2,5,6,0
0.25,0.05,0.95,0.3,0.1,12,2,15,2,2,0,0,1,2,2,10,0
0.25,0.05,0.95,0.3,0.1,12,2,15,2,2,0,0,2,2,3,8,0
0.25,0.05,0.95,0.3,0.1,12,2,15,2,2,0,0,2,4,0,9,0
0.25,0.05,0.95,0.3,0.1,12,2,15,2,2,0,0,2,0,4,9,0
0.25,0.05,0.95,0.3,0.1,12,2,15,2,2,0,0,2,3,0,10,0
0.25,0.05,0.95,0.3,0.1,12,2,15,2,2,0,0,0,3,10,2,0
0.25,0.05,0.95,0.3,0.1,12,2,16,2,2,0,0,2,3,3,8,0
0.25,0.05,0.95,0.3,0.1,12,2,16,2,2,0,0,2,3,0,11,0
0.25,0.05,0.95,0.3,0.1,12,2,16,2,2,0,0,1,2,9,4,0
0.25,0.05,0.95,0.3,0.1,12,2,16,2,2,0,0,2,2,7,5,0
0.25,0.05,0.95,0.3,0.1,12,2,16,2,2,0,0,4,2,2,8,0
0.25,0.05,0.95,0.3,0.1,12,2,16,2,2,0,0,3,0,7,6,0
0.25,0.05,0.95,0.3,0.1,12,2,16,2,2,0,0,1,1,8,6,0
0.25,0.05,0.95,0.3,0.1,12,2,16,2,2,0,0,0,2,6,8,0
0.25,0.05,0.95,0.3,0.1,12,2,16,2,2,0,0,4,0,5,7,0
0.25,0.05,0.95,0.3,0.1,12,2,16,2,2,0,0,2,2,3,9,0
0.25,0.05,0.95,0.3,0.1,12,2,17,2,2,0,0,2,3,6,6,0
0.25,0.05,0.95,0.3,0.1,12,2,17,2,2,0,0,3,3,1,10,0
0.25,0.05,0.95,0.3,0.1,12,2,17,2,2,0,0,3,2,5,7,0
0.25,0.05,0.95,0.3,0.1,12,2,17,2,2,0,0,3,3,7,4,0
0.25,0.05,0.95,0.3,0.1,12,2,17,2,2,0,0,2,3,12,0,0
0.25,0.05,0.95,0.3,0.1,12,2,17,2,2,0,0,2,2,5,8,0
0.25,0.05,0.95,0.3,0.1,12,2,17,2,2,0,0,2,3,1,11,0
0.25,0.05,0.95,0.3,0.1,12,2,17,2,2,0,0,2,3,1,11,0
0.25,0.05,0.95,0.3,0.1,12,2,17,2,2,0,0,4,2,2,9,0
0.25,0.05,0.95,0.3,0.1,12,2,17,2,2,0,0,2,0,9,6,0
0.25,0.05,0.95,0.3,0.1,12,2,18,2,2,0,0,2,3,5,8,0
0.25,0.05,0.95,0.3,0.1,12,2,18,2,2,0,0,3,5,0,10,0
0.25,0.05,0.95,0.3,0.1,12,2,18,2,2,0,0,2,2,9,5,0
0.25,0.05,0.95,0.3,0.1,12,2,18,2,2,0,0,0,0,10,8,0
0.25,0.05,0.95,0.3,0.1,12,2,18,2,2,0,0,3,2,8,5,0
0.25,0.05,0.95,0.3,0.1,12,2,18,2,2,0,0,3,2,8,5,0
0.25,0.05,0.95,0.3,0.1,12,2,18,2,2,0,0,2,1,10,5,0
0.25,0.05,0.95,0.3,0.1,12,2,18,2,2,0,0,2,1,5,10,0
0.25,0.05,0.95,0.3,0.1,12,2,18,2,2,0,0,2,2,5,9,0
0.25,0.05,0.95,0.3,0.1,12,2,18,2,2,0,0,1,2,3,12,0
0.25,0.05,0.95,0.3,0.1,12,2,19,2,2,0,0,2,4,8,5,0
0.25,0.05,0.95,0.3,0.1,12,2,19,2,2,0,0,3,2,7,7,0
0.25,0.05,0.95,0.3,0.1,12,2,19,2,2,0,0,2,0,8,9,0
0.25,0.05,0.95,0.3,0.1,12,2,19,2,2,0,0,2,3,5,9,0
0.25,0.05,0.95,0.3,0.1,12,2,19,2,2,0,0,4,2,1,12,0
0.25,0.05,0.95,0.3,0.1,12,2,19,2,2,0,0,2,3,6,8,0
0.25,0.05,0.95,0.3,0.1,12,2,19,2,2,0,0,4,4,9,2,0
0.25,0.05,0.95,0.3,0.1,12,2,19,2,2,0,0,1,3,13,2,0
0.25,0.05,0.95,0.3,0.1,12,2,19,2,2,0,0,2,5,0,12,0
0.25,0.05,0.95,0.3,0.1,12,2,19,2,2,0,0,2,3,9,5,0
0.25,0.05,0.95,0.3,0.1,12,2,20,2,2,0,0,2,3,13,2,0
0.25,0.05,0.95,0.3,0.1,12,2,20,2,2,0,0,2,3,7,8,0
0.25,0.05,0.95,0.3,0.1,12,2,20,2,2,0,0,3,3,8,6,0
0.25,0.05,0.95,0.3,0.1,12,2,20,2,2,0,0,2,3,8,7,0
0.25,0.05,0.95,0.3,0.1,12,2,20,2,2,0,0,2,2,5,11,0
0.25,0.05,0.95,0.3,0.1,12,2,20,2,2,0,0,3,2,7,8,0
0.25,0.05,0.95,0.3,0.1,12,2,20,2,2,0,0,2,0,12,6,0
0.25,0.05,0.95,0.3,0.1,12,2,20,2,2,0,0,2,2,13,3,0
0.25,0.05,0.95,0.3,0.1,12,2,20,2,2,0,0,2,4,8,6,0
0.25,0.05,0.95,0.3,0.1,12,2,20,2,2,0,0,3,2,10,5,0
0.25,0.05,0.95,0.3,0.1,12,2,21,2,2,0,0,0,2,7,12,0
0.25,0.05,0.95,0.3,0.1,12,2,21,2,2,0,0,2,2,11,6,0
0.25,0.05,0.95,0.3,0.1,12,2,21,2,2,0,0,4,2,11,4,0
0.25,0.05,0.95,0.3,0.1,12,2,21,2,2,0,0,2,2,9,8,0
0.25,0.05,0.95,0.3,0.1,12,2,21,2,2,0,0,1,5,7,8,0
0.25,0.05,0.95,0.3,0.1,12,2,21,2,2,0,0,3,2,14,2,0
0.25,0.05,0.95,0.3,0.1,12,2,21,2,2,0,0,3,2,5,11,0
0.25,0.05,0.95,0.3,0.1,12,2,21,2,2,0,0,2,3,7,9,0
0.25,0.05,0.95,0.3,0.1,12,2,21,2,2,0,0,3,2,8,8,0
0.25,0.05,0.95,0.3,0.1,12,2,21,2,2,0,0,4,4,11,2,0
0.25,0.05,0.95,0.3,0.1,12,2,22,2,2,0,0,3,4,10,5,0
0.25,0.05,0.95,0.3,0.1,12,2,22,2,2,0,0,2,3,7,10,0
0.25,0.05,0.95,0.3,0.1,12,2,22,2,2,0,0,3,3,7,9,0
0.25,0.05,0.95,0.3,0.1,12,2,22,2,2,0,0,2,1,12,7,0
0.25,0.05,0.95,0.3,0.1,12,2,22,2,2,0,0,4,2,6,10,0
0.25,0.05,0.95,0.3,0.1,12,2,22,2,2,0,0,4,2,10,6,0
0.25,0.05,0.95,0.3,0.1,12,2,22,2,2,0,0,2,3,7,10,0
0.25,0.05,0.95,0.3,0.1,12,2,22,2,2,0,0,3,4,3,12,0
0.25,0.05,0.95,0.3,0.1,12,2,22,2,2,0,0,2,2,6,12,0
0.25,0.05,0.95,0.3,0.1,12,2,22,2,2,0,0,2,1,11,8,0
0.25,0.05,0.95,0.3,0.1,12,2,23,2,2,0,0,4,3,8,8,0
0.25,0.05,0.95,0.3,0.1,12,2,23,2,2,0,0,2,2,11,8,0
0.25,0.05,0.95,0.3,0.1,12,2,23,2,2,0,0,4,2,11,6,0
0.25,0.05,0.95,0.3,0.1,12,2,23,2,2,0,0,2,2,12,7,0
0.25,0.05,0.95,0.3,0.1,12,2,23,2,2,0,0,3,2,6,12,0
0.25,0.05,0.95,0.3,0.1,12,2,23,2,2,0,0,3,2,7,11,0
0.25,0.05,0.95,0.3,0.1,12,2,23,2,2,0,0,3,0,10,10,0
0.25,0.05,0.95,0.3,0.1,12,2,23,2,2,0,0,2,3,11,7,0
0.25,0.05,0.95,0.3,0.1,12,2,23,2,2,0,0,2,2,7,12,0
0.25,0.05,0.95,0.3,0.1,12,2,24,2,2,0,0,2,2,7,13,0
0.25,0.05,0.95,0.3,0.1,12,2,23,2,2,0,0,3,5,4,11,0
0.25,0.05,0.95,0.3,0.1,12,2,24,2,2,0,0,4,3,11,6,0
0.25,0.05,0.95,0.3,0.1,12,2,24,2,2,0,0,2,3,12,7,0
0.25,0.05,0.95,0.3,0.1,12,2,24,2,2,0,0,3,3,8,10,0
0.25,0.05,0.95,0.3,0.1,12,2,24,2,2,0,0,5,2,3,14,0
0.25,0.05,0.95,0.3,0.1,12,2,24,2,2,0,0,2,3,12,7,0
0.25,0.05,0.95,0.3,0.1,12,2,24,2,2,0,0,3,2,6,13,0
0.25,0.05,0.95,0.3,0.1,12,2,24,2,2,0,0,3,3,9,9,0
0.25,0.05,0.95,0.3,0.1,12,2,24,2,2,0,0,3,3,8,10,0
0.25,0.05,0.95,0.3,0.1,12,2,25,2,2,0,0,0,3,9,13,0
0.25,0.05,0.95,0.3,0.1,12,2,25,2,2,0,0,2,2,7,14,0
0.25,0.05,0.95,0.3,0.1,12,2,25,2,2,0,0,3,3,8,11,0
0.25,0.05,0.95,0.3,0.1,12,2,25,2,2,0,0,3,2,10,10,0
0.25,0.05,0.95,0.3,0.1,12,2,25,2,2,0,0,3,5,4,13,0
0.25,0.05,0.95,0.3,0.1,12,2,24,2,2,0,0,3,4,12,5,0
0.25,0.05,0.95,0.3,0.1,12,2,25,2,2,0,0,2,3,10,10,0
0.25,0.05,0.95,0.3,0.1,12,2,25,2,2,0,0,2,3,13,7,0
0.25,0.05,0.95,0.3,0.1,12,2,25,2,2,0,0,2,3,13,7,0
0.25,0.05,0.95,0.3,0.1,12,2,25,2,2,0,0,2,2,13,8,0
0.25,0.05,0.95,0.3,0.1,12,2,26,2,2,0,0,2,2,13,9,0
0.25,0.05,0.95,0.3,0.1,12,2,25,2,2,0,0,2,3,9,11,0
0.25,0.05,0.95,0.3,0.1,12,2,26,2,2,0,0,3,4,7,12,0
0.25,0.05,0.95,0.3,0.1,12,2,26,2,2,0,0,2,3,12,9,0
0.25,0.05,0.95,0.3,0.1,12,2,26,2,2,0,0,3,5,10,8,0
0.25,0.05,0.95,0.3,0.1,12,2,26,2,2,0,0,3,2,13,8,0
0.25,0.05,0.95,0.3,0.1,12,2,26,2,2,0,0,3,2,11,10,0
0.25,0.05,0.95,0.3,0.1,12,2,26,2,2,0,0,5,3,12,6,0
0.25,0.05,0.95,0.3,0.1,12,2,26,2,2,0,0,4,2,8,12,0
0.25,0.05,0.95,0.3,0.1,12,2,26,2,2,0,0,2,4,10,10,0
0.25,0.05,0.95,0.3,0.1,12,2,26,2,2,0,0,4,4,13,5,0
0.25,0.05,0.95,0.3,0.1,12,2,27,2,2,0,0,2,7,12,6,0
0.25,0.05,0.95,0.3,0.1,12,2,27,2,2,0,0,4,6,11,6,0
0.25,0.05,0.95,0.3,0.1,12,2,27,2,2,0,0,2,2,12,11,0
0.25,0.05,0.95,0.3,0.1,12,2,27,2,2,0,0,0,2,12,13,0
0.25,0.05,0.95,0.3,0.1,12,2,27,2,2,0,0,3,2,11,11,0
0.25,0.05,0.95,0.3,0.1,12,2,27,2,2,0,0,2,3,9,13,0
0.25,0.05,0.95,0.3,0.1,12,2,27,2,2,0,0,3,1,12,11,0
0.25,0.05,0.95,0.3,0.1,12,2,27,2,2,0,0,4,3,11,9,0
0.25,0.05,0.95,0.3,0.1,12,2,27,2,2,0,0,6,2,10,9,0
0.25,0.05,0.95,0.3,0.1,12,2,28,2,2,0,0,4,3,13,8,0
0.25,0.05,0.95,0.3,0.1,12,2,28,2,2,0,0,2,5,9,12,0
0.25,0.05,0.95,0.3,0.1,12,2,28,2,2,0,0,5,2,10,11,0
0.25,0.05,0.95,0.3,0.1,12,2,28,2,2,0,0,3,5,10,10,0
0.25,0.05,0.95,0.3,0.1,12,2,27,2,2,0,0,3,4,12,8,0
0.25,0.05,0.95,0.3,0.1,12,2,28,2,2,0,0,2,3,11,12,0
0.25,0.05,0.95,0.3,0.1,12,2,28,2,2,0,0,3,2,11,12,0
0.25,0.05,0.95,0.3,0.1,12,2,28,2,2,0,0,4,3,6,15,0
0.25,0.05,0.95,0.3,0.1,12,2,28,2,2,0,0,2,2,13,11,0
0.25,0.05,0.95,0.3,0.1,12,2,28,2,2,0,0,5,3,7,13,0
0.25,0.05,0.95,0.3,0.1,12,2,28,2,2,0,0,4,3,13,8,0
0.25,0.05,0.95,0.3,0.1,12,2,29,2,2,0,0,3,5,10,11,0
0.25,0.05,0.95,0.3,0.1,12,2,29,2,2,0,0,3,3,13,10,0
0.25,0.05,0.95,0.3,0.1,12,2,29,2,2,0,0,2,2,12,13,0
0.25,0.05,0.95,0.3,0.1,12,2,29,2,2,0,0,5,2,10,12,0
0.25,0.05,0.95,0.3,0.1,12,2,29,2,2,0,0,2,4,13,10,0
0.25,0.05,0.95,0.3,0.1,12,2,29,2,2,0,0,3,4,10,12,0
0.25,0.05,0.95,0.3,0.1,12,2,29,2,2,0,0,2,4,4,19,0
0.25,0.05,0.95,0.3,0.1,12,2,29,2,2,0,0,2,4,13,10,0
0.25,0.05,0.95,0.3,0.1,12,2,29,2,2,0,0,2,5,10,12,0
0.25,0.05,0.95,0.3,0.1,12,2,29,2,2,0,0,2,2,9,16,0
0.25,0.05,0.95,0.3,0.1,12,2,30,2,2,0,0,4,6,8,12,0
0.25,0.05,0.95,0.3,0.1,12,2,30,2,2,0,0,4,2,12,12,0
0.25,0.05,0.95,0.3,0.1,12,2,30,2,2,0,0,2,2,12,14,0
0.25,0.05,0.95,0.3,0.1,12,2,30,2,2,0,0,4,4,8,14,0
0.25,0.05,0.95,0.3,0.1,12,2,30,2,2,0,0,4,4,9,13,0
0.25,0.05,0.95,0.3,0.1,12,2,30,2,2,0,0,3,2,12,13,0
0.25,0.05,0.95,0.3,0.1,12,2,30,2,2,0,0,6,5,9,10,0
0.25,0.05,0.95,0.3,0.1,12,2,30,2,2,0,0,3,4,10,13,0
0.25,0.05,0.95,0.3,0.1,12,2,30,2,2,0,0,4,2,13,11,0
0.25,0.05,0.95,0.3,0.1,12,2,30,2,2,0,0,2,2,10,16,0
0.25,0.05,0.95,0.3,0.1,12,2,31,2,2,0,0,4,2,15,10,0
0.25,0.05,0.95,0.3,0.1,12,2,31,2,2,0,0,4,4,18,5,0
0.25,0.05,0.95,0.3,0.1,12,2,31,2,2,0,0,3,3,12,13,0
0.25,0.05,0.95,0.3,0.1,12,2,31,2,2,0,0,3,2,13,13,0
0.25,0.05,0.95,0.3,0.1,12,2,31,2,2,0,0,4,4,13,10,0
0.25,0.05,0.95,0.3,0.1,12,2,31,2,2,0,0,5,2,13,11,0
0.25,0.05,0.95,0.3,0.1,12,2,31,2,2,0,0,3,5,12,11,0
0.25,0.05,0.95,0.3,0.1,12,2,31,2,2,0,0,5,2,13,11,0
0.25,0.05,0.95,0.3,0.1,12,2,31,2,2,0,0,4,4,11,12,0
0.25,0.05,0.95,0.3,0.1,12,2,31,2,2,0,0,2,3,14,12,0
0.25,0.05,0.95,0.3,0.1,12,2,32,2,2,0,0,2,4,13,13,0
0.25,0.05,0.95,0.3,0.1,12,2,32,2,2,0,0,4,2,11,15,0
0.25,0.05,0.95,0.3,0.1,12,2,32,2,2,0,0,2,3,14,13,0
0.25,0.05,0.95,0.3,0.1,12,2,32,2,2,0,0,2,2,17,11,0
0.25,0.05,0.95,0.3,0.1,12,2,32,2,2,0,0,5,3,14,10,0
